"date","PCE","Consumption_logdiff","INDPRO","Output_logdiff","MORTGAGE30US","LOANINV","CreditSupply_logdiff","CSUSHPISA","HousePrice_logdiff"
1990-05-01,3775.8,0.00153727931888703,62.6258,0.00303690331972906,10.4775,2607.179,0.00455338384595372,77.298,0.000258772385254957
1990-06-01,3804.5,0.00757229585563479,62.8382,0.00338583502695045,10.164,2623.6001,0.00627866466221416,77.259,-0.000504668191381619
1990-07-01,3821.7,0.00451077316727222,62.7284,-0.00174887315553374,10.035,2630.5397,0.00264157570962631,77.14,-0.00154146106597874
1990-08-01,3848.3,0.0069361425407859,62.9475,0.0034867499970046,10.1,2641.0489,0.00398711459469059,77.009,-0.00169965463981381
1990-09-01,3870.1,0.00564885415863081,62.9523,7.6251114018433e-05,10.175,2646.7063,0.00213981243257066,76.85,-0.00206682815566328
1990-10-01,3870.6,0.000129187282984944,62.5845,-0.00585965314367698,10.1775,2656.0048,0.00350707755157309,76.701,-0.00194072388673749
1990-11-01,3871.9,0.000335808850426389,61.7887,-0.0127971437648062,10.014,2662.0813,0.00228522161174105,76.366,-0.00437717515694125
1990-12-01,3861.3,-0.00274142829323587,61.3352,-0.00736659658813377,9.6725,2673.4722,0.00426981654515757,76.185,-0.00237297801960779
1991-01-01,3841,-0.00527116497753788,61.1355,-0.00326119107656364,9.6375,2671.3297,-0.000801713573240548,75.913,-0.00357664518877066
1991-02-01,3866.7,0.00666868073293969,60.6838,-0.00741593606502811,9.365,2681.1406,0.0036659375718413,75.731,-0.00240035988744935
1991-03-01,3913,0.0119029131315678,60.3346,-0.00577103926629174,9.5,2697.3127,0.00601368008076175,75.566,-0.0021811412706656
1991-04-01,3907.1,-0.00150893239714556,60.4938,0.00263514359411321,9.4925,2699.7056,0.000886748950545524,75.566,0
1991-05-01,3933.2,0.00665793309273432,61.0633,0.00937015060119784,9.472,2703.0035,0.00122083212276181,75.763,0.00260360025222184
1991-06-01,3940.5,0.00185427488770351,61.5581,0.00807041324905455,9.615,2711.2161,0.00303371747192571,75.995,0.00305750182177
1991-07-01,3966,0.00645041128603729,61.7305,0.00279669186556841,9.575,2711.4883,0.000100392711883224,76.08,0.00111786958871019
1991-08-01,3969.1,0.00078133864921881,61.7298,-1.13396776129093e-05,9.244,2710.7038,-0.000289366363642962,76.106,0.000341687149316705
1991-09-01,3984.7,0.00392265835284178,62.2195,0.00790165895112249,9.0075,2722.0603,0.0041807508415026,76.195,0.00116873835537223
1991-10-01,3976,-0.00218573830533764,62.1855,-0.000546601838294691,8.855,2738.7517,0.00611317583577176,76.074,-0.00158929296795751
1991-11-01,4003.6,0.00691766756840018,62.0871,-0.00158361570554266,8.712,2754.1817,0.00561814224268886,76.009,-0.000854796446122741
1991-12-01,4020.5,0.00421231664333988,61.7852,-0.00487438430952292,8.4975,2770.3646,0.00585856119506545,76.053,0.000578711331272963
1992-01-01,4084.7,0.0158420131966093,61.4616,-0.00525126402675546,8.432,2777.9493,0.00273405753941969,76.089,0.000473242111604044
1992-02-01,4099.5,0.00361672885141928,61.8955,0.00703488959229048,8.7625,2783.1549,0.00187214672957925,76.159,0.000919552374186061
1992-03-01,4117,0.00425972773367178,62.4232,0.0084895220004988,8.935,2788.376,0.00187420715133246,76.279,0.00157441090525623
1992-04-01,4131.5,0.00351579437133509,62.897,0.00756146666679669,8.8525,2795.8239,0.00266749204887962,76.346,0.000877968934365647
1992-05-01,4158.4,0.0064898477459856,63.104,0.00328569116478317,8.672,2801.8038,0.0021365844944814,76.4,0.000707056188046451
1992-06-01,4177.1,0.00448684095062291,63.1363,0.000511722495983413,8.51,2805.5931,0.0013515364239014,76.333,-0.000877348108106801
1992-07-01,4204.8,0.00660950401238836,63.7176,0.0091649380729315,8.128,2812.212,0.00235640181347385,76.266,-0.000878118523781168
1992-08-01,4220.9,0.00382164558315701,63.3613,-0.0056075545766312,7.975,2821.6113,0.00333674246434601,76.232,-0.00044590749469986
1992-09-01,4255.3,0.0081168893765966,63.5703,0.00329311517190156,7.9225,2833.4079,0.00417208737727037,76.24,0.000104937300059227
1992-10-01,4284.7,0.00688527310234655,63.9995,0.00672889068479865,8.088,2839.2858,0.00207234954484381,76.378,0.00180843724344637
1992-11-01,4300.5,0.0036807570791968,64.2422,0.00378504479829456,8.305,2848.613,0.00327966747947439,76.557,0.00234086483457752
1992-12-01,4336.4,0.00831321579560296,64.3507,0.00168749636639998,8.206,2861.1205,0.00438112216830433,76.676,0.00155319055194347
1993-01-01,4340.7,0.000991114624008915,64.5978,0.00383254248724452,7.9925,2859.6098,-0.000528149364117603,76.785,0.0014205566017429
1993-02-01,4355.3,0.00335786884044609,64.9089,0.00480439387932474,7.6825,2869.3745,0.0034088798099372,76.839,0.000703015182835998
1993-03-01,4352.5,-0.00064310160924741,64.8522,-0.000873913732368337,7.495,2882.7096,0.004636623407551,76.869,0.000390350539737128
1993-04-01,4393.4,0.00935302213774136,65.0301,0.00273940500363601,7.472,2892.3022,0.00332210882142903,76.936,0.000871233109950964
1993-05-01,4422.4,0.0065791203532104,64.784,-0.00379158034187999,7.465,2909.8523,0.00604952988518637,77.038,0.00132489920272949
1993-06-01,4440,0.00397184129297479,64.9301,0.00225264734953345,7.4175,2928.5899,0.00641872050470571,77.244,0.00267043624556873
1993-07-01,4468.9,0.00648791688627348,65.1052,0.00269311649731296,7.206,2944.4542,0.00540242447178407,77.433,0.00244380346220563
1993-08-01,4481.1,0.00272625867181198,65.0267,-0.00120646835283011,7.1125,2953.8137,0.0031736462346057,77.616,0.00236054518217621
1993-09-01,4511.5,0.00676114045019993,65.3717,0.00529148831573512,6.915,2960.4381,0.00224014904818493,77.797,0.00232927852670262
1993-10-01,4532.8,0.00471015764169636,65.8509,0.00730365242230313,6.834,2963.6293,0.00107736799506242,77.944,0.00188775009347708
1993-11-01,4554.1,0.00468807602395493,66.1518,0.00455900555324895,7.155,2975.2393,0.00390984060163468,78.149,0.00262664075726704
1993-12-01,4571.1,0.00372595004321141,66.5436,0.00590527084702952,7.172,2993.8169,0.00622465574522835,78.328,0.0022878771714625
1994-01-01,4585.1,0.00305803956012518,66.7351,0.00287367946692818,7.06,3005.7052,0.00396308751320795,78.593,0.00337749889327199
